Title,Acronym,Source,Rank,Note,DBLP,Primary FoR,Comments,Average Rating
Privacy Enhancing Technologies Symposium (was International Workshop of Privacy Enhancing Technologies),PETS,CORE2023,A,none,https://dblp.org/db/journals/popets,4604,2,5.0
Privacy in Statistical Databases,PSD,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/psd,4604,0,N/A
Proceedings MIT Conferences on Computational Solid and Fluid Mechanics,,ERA2010,A,none,none,0905,0,N/A
"Processing Declarative Knowledge, International Workshop",PDK,CORE2018,C,none,none,0803,0,N/A
Product Focused Software Process Improvement,PROFES,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/profes,4612,11,4.2
Program Visualization Workshop,PVW,CORE2018,C,none,none,0801,0,N/A
Programming Language Techniques for XML,PLAN-X,CORE2018,C,none,none,0803,0,N/A
Project Management conference,PMOZ,ERA2010,B,none,none,1202,0,N/A
ProjMAN - International Conference on Project MANagement,ProjMAN,CORE2018,Unranked,none,none,1503,0,N/A
Quantity Surveying International Convention,QSIC,ERA2010,C,none,none,1202,0,N/A
Real Time Systems Symposium,RTSS,CORE2023,A*,none,https://dblp.uni-trier.de/db/conf/rtss,4606,0,N/A
"Reflection, AOP and Meta-Data for Software Evolution",RAM-SE,CORE2018,C,none,none,0803,0,N/A
Relationships and Associations in Object-Oriented Languages,RAOOL,CORE2018,C,none,none,0803,0,N/A
Research in Engineering Education Symposium,REES,ERA2010,A,none,none,09,0,N/A
Richard Tapia Celebration of Diversity in Computing Conference,Tapia,CORE2023,National: USA,none,none,46,0,N/A
RICS conference,COBRA,ERA2010,A,none,none,1202,0,N/A
RINA International Conference on Military Support Ships,,ERA2010,C,none,none,0911,0,N/A
Robot Soccer World Cup,RoboCup,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/robocup,4602,0,N/A
Robotics: Science and Systems,RSS,CORE2023,TBR,See note,https://dblp.uni-trier.de/db/conf/rss,CSE,0,N/A
RuleML: International Web Rule Symposium (pre 2007 was 'International Conference on Rules and Rule Markup Languages for the Semantic Web'),RuleML,CORE2018,B,none,none,0806,0,N/A
"SAE Powertrains, Fuels, and Lubricants Meeting",,ERA2010,B,none,none,0902,0,N/A
SAE World Congress,,ERA2010,B,none,none,0902,0,N/A
Scandinavian Conference on Artificial Intelligence,SCAI,ERA2010,B,none,none,0801,0,N/A
Scandinavian Workshop on Algorithm Theory,SWAT,ERA2010,B,none,none,0802,0,N/A
Scottish Functional Programming Workshop,SFP,ERA2010,C,none,none,0802,0,N/A
SEA - Conference on Sustainable Building South-East Asia (CIB Co-Sponsored),SBSEA,ERA2010,C,none,none,1202,0,N/A
"Search: Workshop on Search, Sorting and Coding",Search,CORE2018,C,none,none,0802,0,N/A
SEFI - Annual Conference of European Society for Engineering Education,,ERA2010,B,none,none,09,0,N/A
Selected Areas in Cryptography,SAC,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/sacrypt,4604,0,N/A
Semantic Web Visualisation,VSW,CORE2018,C,none,none,0801,0,N/A
Semantics - International Conference on Semantic Systems,Semantics,CORE2023,"Regional: Austria, Germany, Netherlands",none,https://dblp.uni-trier.de/db/conf/i-semantics,4605,0,N/A
Sensor Networks,Sensor Networks,CORE2018,C,none,none,1006,0,N/A
Service Oriented Computing: Consequences for Engineering Requirements,SOCCER,CORE2018,C,none,none,0803,0,N/A
SGAI International Conference on Artificial Intelligence,SGAI,CORE2023,National: UK,none,https://dblp.uni-trier.de/db/conf/sgai,4602,0,N/A
SIAM Conference on Discrete Mathematics,DM,CORE2023,C,none,none,4613,0,N/A
SIAM Conference on Geometric Design,GeoD,CORE2018,C,none,none,0802,0,N/A
SIAM Conference on Optimization,OP,CORE2023,C,none,none,4602,0,N/A
SIAM International Conference on Data Mining,SDM,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/sdm,4605,3,5.0
"SIAM Workshop on Algorithms for Listing, Counting, and Enumeration",ALICE,CORE2018,C,none,none,0802,0,N/A
SIGGRAPH Asia,SiggraphA,CORE2023,journal published,none,https://dblp.org/db/conf/siggrapha,4607,5,5.0
SIGGRAPH/EUROGRAPHICS Conference On Graphics Hardware,HWWS,ERA2010,C,none,none,0905,0,N/A
SIGIR workshop: Stylistic Analysis of Text For Information Access,Style,CORE2018,C,none,none,0806,0,N/A
SIGOPT - International Conference on Optimization,ICO,CORE2018,C,none,none,0802,0,N/A
Simulation and Synthesis in Medical Imaging,SASHIMI,CORE2023,C,none,https://dblp.org/db/conf/sashimi-ws,4602,0,N/A
Simulation Technology and Training Conference,SimTecT,CORE2023,Australasian C,none,none,4602,0,N/A
Singapore International Conference on Intelligent Systems,SPICIS,CORE2018,B,none,none,0801,0,N/A
Sixth International Conference on Hydroinformatics 2004,,ERA2010,A,none,none,0907,0,N/A
SKLOIS Conference on Information Security and Cryptology,Inscrypt,CORE2023,National: China,none,https://dblp.uni-trier.de/db/conf/cisc,4604,0,N/A
Smart Card Research and Advanced Application Conference,CARDIS,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/cardis,4604,1,4.0
Society for Information Technology and Teacher Education Conference,SITE,CORE2018,C,none,none,,0,N/A
"Society of Architectural Historians, Australia and New Zealand (SAHANZ) Annual Conference",SAHANZ,ERA2010,A,none,none,1201,0,N/A
"Soft Computing in Computer Graphics, Imaging, and Vision",SCCGIV,CORE2018,C,none,none,0801,0,N/A
Software Education Conference,SRIG-ET,CORE2018,C,none,none,0899,0,N/A
Software Performance Enhancement for Encryption and Decryption,SPEED,CORE2018,C,none,none,0804,0,N/A
Software Process Improvement and Capability Determination,SPICE,CORE2023,C,none,none,4612,1,5.0
Software Product Lines Conference,SPLC,CORE2023,B,none,https://dblp.org/db/conf/splc,4612,1,5.0
Software Quality Conference,SQC,CORE2018,C,none,none,0803,0,N/A
"Software Quality, Reliability, and Security (was International Conference on Quality Software, QSIC, that merged with SERE 2015)",QRS,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/qrs,4612,1,4.0
Software Technology and Engineering Practice Conference,STEP,CORE2018,B,none,none,0803,0,N/A
South African Construction Health and Safety conference,SABERC,ERA2010,C,none,none,1202,0,N/A
South African International Graph Theory Conference,SAIGTC,CORE2018,C,none,none,0802,0,N/A
"Southeastern International Conference on Combinatorics, Graph Theory, and Computing",,CORE2018,C,none,none,0802,0,N/A
Southern Conference on Computing,SCC,ERA2010,C,none,none,0802,0,N/A
Southwestern Conference on Pattern Languages of Programs,ChiliPLoP,ERA2010,C,none,none,0803,0,N/A
Spanish Meeting on Computational Geometry,EGC,ERA2010,C,none,none,0802,0,N/A
Spatial Information Research Centre Colloquium,SIRC,CORE2018,C,none,none,0909,0,N/A
Spatial Information Science and Technology Conference,SIST,CORE2018,C,none,none,0909,0,N/A
Special-purpose Hardware for Attacking Cryptographic Systems,SHARCS,CORE2018,C,none,none,0804,0,N/A
SPIE Conference on Performance and Control of Network Systems,PCNS,CORE2018,C,none,none,1006,0,N/A
SPIE Conference on Visual Data Exploration and Analysis,VDEA,CORE2018,C,none,none,0804,0,N/A
SPIE International Conference on Multimedia Storage and Archiving Systems,MSAS,CORE2018,C,none,none,0804,0,N/A
SPIE Smart Structures and Materials and Non-destructive Evaluation and Health Monitoring,,ERA2010,A,none,none,0905,0,N/A
Spring Conference on Computer Graphics,SCCG,CORE2018,C,none,none,0801,0,N/A
Stapp Car Crash Conference,,ERA2010,A,none,none,0902,0,N/A
State of Australian Cities (SOAC) Conference,SOAC,ERA2010,A,none,none,1201,0,N/A
State of the Art of Stream Ciphers,SASC,CORE2018,C,none,none,0804,0,N/A
Static Analysis Symposium,SAS,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/sas,4612,21,4.8
Stochastic Local Search Algorithms,SLS,CORE2018,C,none,none,0802,0,N/A
Storage and Retrieval for Media Databases (was Storage and Retrieval for Image and Video Databases),SRMD,CORE2018,C,none,none,0804,0,N/A
Structural and Syntactical Pattern Recognition,SSPR,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/ssspr,4603,0,N/A
Structural Engineering and Construction Conference,APSEC-EASEC,ERA2010,B,none,none,0905,0,N/A
Summer Computer Simulation Conference,SCSC,CORE2021,B,none,https://dblp.uni-trier.de/db/conf/scsc,4602,1,3.0
Summer School on Modelling and Verification of Parallel Processes,MOVEP,CORE2018,C,none,none,0805,0,N/A
Symposia on VLSI Technology and Circuits,VLSI,CORE2018,A,none,none,1005,0,N/A
Symposium Model Analysis and Simulation of Computer and Telecommunications Systems,MASCOTS,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/mascots,4606,36,5.0
Symposium of Asian Association for Algorithms and Computation,AAAC,CORE2023,C,none,none,4613,0,N/A
Symposium on ‘Building Simulation in the Southwest of England’,IBPSA,ERA2010,A,none,none,1202,0,N/A
"Symposium on Abstraction, Reformulation and Approximation",SARA,CORE2018,B,none,none,0802,0,N/A
Symposium on Advanced Structural Steels and New Rolling Technologies,,ERA2010,B,none,none,0910,0,N/A
Symposium on Advances in DB and Information Systems,ADBIS,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/adbis,4605,0,N/A
Symposium on Assessment of Quality S/W Dev Tools,AQSDT,CORE2018,C,none,none,0803,0,N/A
Symposium on Cellular Automata,JAC,CORE2018,C,none,none,0802,0,N/A
"Symposium On Combinatorics, Algorithms, Probabilistic and Experimental Methodologies",ESCAPE,CORE2018,C,none,none,0802,0,N/A
Symposium on Computational Geometry for Mechanics and Applications,SOCGMA,CORE2018,C,none,none,0802,0,N/A
"Symposium on Design, Analysis, and Simulation of Distributed Systems",DASD,CORE2018,C,none,none,0805,0,N/A
Symposium on Discrete Mathematics,EDM,CORE2018,C,none,none,0802,0,N/A
Symposium on Frontiers of Massively Parallel Processing,MassPar,CORE2018,A,none,none,0805,0,N/A
Symposium on Geometry Processing,SGP,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/sgp,4607,1,5.0
Symposium on High Performance Chips,HOTCHIPS (HCS),CORE2023,C,none,https://dblp.uni-trier.de/db/conf/hotchips,4606,0,N/A
Symposium on High Performance Chips,HOT CHIPS,ERA2010,A,none,none,1005,0,N/A
Symposium on Information Technology and Information Systems,ITIS,CORE2018,C,none,none,0806,0,N/A
Symposium on Information Theory in the Benelux,,ERA2010,C,none,none,0804,0,N/A
Symposium on Logical Formalizations of Commonsense Reasoning,COMMONSENSE,CORE2018,B,none,none,0801,0,N/A
"Symposium on Networked Systems, Design and Implementation",NSDI,CORE2023,National: USA,none,https://dblp.uni-trier.de/db/conf/nsdi,4606,9,5.0
Symposium on Parallelism in Algorithms and Architectures,SPAA,CORE2023,B,See note,https://dblp.uni-trier.de/db/conf/spaa,4606,1,5.0
Symposium on Programming Language Implementation and Logic Programming,PLILP,CORE2018,B,none,none,,0,N/A
Symposium on Programs as Data Objects,PADO,CORE2018,C,none,none,0802,0,N/A
Symposium on Reliable Distributed Systems,SRDS,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/srds,4606,2,5.0
Symposium on Requirements Engineering for Information Security,SREIS,CORE2018,C,none,none,0806,0,N/A
"Symposium on Stabilization, Safety, and Security of Distributed Systems",SSS,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/sss,4604,0,N/A
"Symposium on Stochastic Algorithms, Foundations and Applications",SAGA,CORE2018,C,none,none,0802,0,N/A
Symposium On Usable Privacy and Security,SOUPS,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/soups,4608,0,N/A
Systems Engineering / Test and Evaluation Conference,SETE,CORE2018,C,none,none,0803,0,N/A
TAI: Algorithmic Information Theory: Kolmogorov Complexity,TAI,CORE2018,C,none,none,0802,0,N/A
"Tangible, Embedded, and Embodied Interaction",TEI,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/tei,4608,0,N/A
Techniques and Problems in Graph Theory,TPGT,CORE2018,C,none,none,0802,0,N/A
Technology for Interactive Digital Storytelling (merged into ICIDS in 2008),TIDSE,ERA2010,C,none,none,0899,1,N/A
Technology of Object-Oriented Languages and Systems,TOOLS,CORE2020,B,none,https://dblp.uni-trier.de/db/conf/tools,4612,0,N/A
Testbeds and Research Infrastructures for the Development of Networks and Communities,TridentCom,CORE2023,National: China,none,https://dblp.uni-trier.de/db/conf/tridentcom,4606,0,N/A
Text Retrieval Conference,TREC,CORE2008,A,none,none,,0,N/A
The ACM International System and Storage Conference,SYSTOR,CORE2023,National:Israel,none,https://dblp.org/db/conf/systor,4606,0,N/A
The Annual International Conference of the IEEE Engineering in Medicine and Biology Society,EMBC,CORE2018,C,none,none,,0,N/A
The Claude Shannon Workshop on Coding and Cryptography,,CORE2018,C,none,none,0804,0,N/A
The Conference on visualization of information,SEE,CORE2018,C,none,none,0801,0,N/A
The IASTED International Conference on Applied Simulation and Modelling (International Association of Science and Technology for Development),,ERA2010,C,none,none,09,0,N/A
The International Conference on Future Networks and Communications,FNC,CORE2023,Unranked,none,https://dblp.uni-trier.de/db/conf/fnc,4606,0,N/A
The International Conference on Intelligent Environments,IE,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/intenv,4602,0,N/A
"The International Conference on Mobile Technology, Applications and Systems",MOBILITY,ERA2010,C,none,none,1005,0,N/A
The International Conference on Semantic Web and Web Services,SWWS,CORE2018,C,none,none,0805,0,N/A
The International Conference on Verification and Evaluation of Computer and Communication Systems,VECoS,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/vecos,4606,0,N/A
"The International Symposium on Research in Attacks, Intrusions and Defenses (was International Symposium on Recent Advances in Intrusion Detection)",RAID,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/raid,4604,0,N/A
The International Workshop on Algorithms and Graphs,IWAAG,CORE2018,C,none,none,0802,0,N/A
The Modelling and Simulation Society of Australia and New Zealand Meeting,ANZMODS,CORE2018,Australasian,none,none,0802,0,N/A
The Northern Formal Methods Workshops,NFM,ERA2010,C,none,none,0802,0,N/A
The organizational semiotics Conference,ORGSEM,CORE2018,B,none,none,0806,0,N/A
The Symposium of Combinatorial Search,SoCS,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/socs,4602,0,N/A
The Theory and Application of Diagrams,DIAGRAMS,CORE2023,C,See note,https://dblp.org/db/conf/diagrams,4602,0,N/A
The World Conference on Titanium,,ERA2010,A,none,none,0914,0,N/A
Theoretical Aspects of Rationality and Knowledge,TARK,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/tark,4613,0,N/A
Theory and Applications of Knowledge MAnagement,TAKMA,CORE2018,C,none,none,,0,N/A
Theory of Cryptography Conference,TCC,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/tcc,4604,0,N/A
Thermo and Fluid Dynamic Processes in Diesel Engines,,ERA2010,B,none,none,0902,0,N/A
TMS Annual Meeting and Exhibition,,ERA2010,B,none,none,0914,0,N/A
Tools and Algorithms for Construction and Analysis of Systems,TACAS,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/tacas,4612,1,5.0
Topological and Geometric Graph Theory,TGGT,CORE2018,C,none,none,0802,0,N/A
Traitement Automatique des Langues Naturelles,TALN,ERA2010,C,none,none,0802,0,N/A
Transportation Research Board (USA) Annual Meeting,TRB,ERA2010,A,none,none,1205,0,N/A
Trustworthy Interfaces for Passwords and Personal Information workshop,TIPPI,CORE2018,C,none,none,0804,0,N/A
Turbulence and Shear Flow Phenomena,,ERA2010,A,none,none,0901,0,N/A
UK Academy of Information Systems Conference,UKAIS,ERA2010,C,none,none,0806,0,N/A
UK e-Science All Hands Meeting,UK e-Science,ERA2010,C,none,none,0805,0,N/A
UK Ireland Planning Research Conference,PRC,ERA2010,B,none,none,1205,0,N/A
UK Wind Engineering Society Conference on Wind Engineering,,ERA2010,C,none,none,0905,0,N/A
Unconventional Models of Computation,UMC,CORE2018,B,none,none,0802,0,N/A
United Kingdom Systems Society,UKSS,ERA2010,B,none,none,0806,0,N/A
United Kingdom Virtual Reality Special Interest Group Conference UK-VRSIG,VR-SIG,ERA2010,C,none,none,0806,0,N/A
University of Western Australia Computer Science Research Conference,UWACS,CORE2018,Australasian,none,none,,0,N/A
Unix Symposium on Internet Technologies,USITS,CORE2020,A,none,none,4606,0,N/A
Unix Symposium on Operating Systems Design and Implementation,SDSDI,CORE2018,A,none,none,0803,0,N/A
Urban History Planning History (Australasia),UHPH,ERA2010,B,none,none,1201,0,N/A
US Office of Naval Research Symposium on Naval Hydrodynamics,,ERA2010,C,none,none,0911,0,N/A
Usable Security and Privacy,USEC,CORE2023,National: USA,none,none,4604,0,N/A
Usenix Annual Technical Conference,USENIX,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/usenix,4606,0,N/A
Usenix Network and Distributed System Security Symposium,NDSS,CORE2023,A*,none,https://dblp.uni-trier.de/db/conf/ndss,4604,1,5.0
Usenix Security Symposium,USENIX-Security,CORE2023,A*,none,https://dblp.uni-trier.de/db/conf/uss,4604,0,N/A
Usenix Symposium on Operating Systems Design and Implementation,OSDI,CORE2023,A*,none,https://dblp.uni-trier.de/db/conf/osdi,4606,0,N/A
